timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2,body_coords
task1_6_2_0-4_trial_86_22,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_86_23,Show me left wrist,16,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_86_24,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_86_25,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_86_26,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_86_27,Show me Full Body,1,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_87_1,Show me neck,13,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_5,Show me left wrist,16,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_9,Show me neck,13,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_10,Show me neck,13,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_11,Show me Lower Body,3,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_12,Show me right ankle,19,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_13,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_14,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_87_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_88_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_3,Show me Left Arm,6,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_5,Show me left knee,21,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_6,Show me right elbow,10,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_8,Show me Upper Body,2,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_9,Show me left wrist,16,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_10,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_12,Show me right knee,18,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_13,Show me left shoulder,14,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_14,Show me neck,13,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_18,Show me Right Arm,4,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_19,Show me right wrist,11,1,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_20,Show me Upper Body,2,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_88_21,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_89_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_89_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_89_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_89_4,Show me rigth hip,17,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_90_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_3,Show me right wrist,11,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_7,Show me left wrist,16,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_8,Show me Torso,5,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_10,Show me head,12,1,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_12,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_13,Show me left knee,21,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_14,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_17,Show me right ankle,19,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_18,Show me left ankle,22,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_19,Show me Torso,5,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_90_20,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_91_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_91_2,Show me left elbow,15,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_91_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_91_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_91_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_91_6,Show me Left Arm,6,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_91_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_91_8,Show me right ankle,19,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_92_1,Show me Left Leg,8,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_4,Show me right elbow,10,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_6,Show me left knee,21,1,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_8,Show me left hip,20,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_9,Show me rigth hip,17,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_10,Show me left knee,21,1,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_11,Show me Left Arm,6,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_12,Show me Full Body,1,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_13,Show me Lower Body,3,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_14,Show me Left Leg,8,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_18,Show me left elbow,15,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_19,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_20,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_21,Show me Torso,5,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_22,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_23,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_24,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_92_25,Show me Lower Body,3,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_93_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_2,Show me Lower Body,3,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_3,Show me rigth hip,17,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_5,Show me right elbow,10,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_7,Show me left hip,20,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_10,Show me right elbow,10,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_12,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_13,Show me Left Arm,6,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_14,Show me Left Arm,6,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_16,Show me right ankle,19,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_17,Show me Full Body,1,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_18,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_19,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_20,Show me Lower Body,3,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_93_21,Show me left shoulder,14,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_94_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_4,Show me left hip,20,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_8,Show me right ankle,19,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_10,Show me right shoulder,9,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_12,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_13,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_14,Show me left knee,21,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_94_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_95_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_2,Show me right elbow,10,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_3,Show me right elbow,10,1,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_7,Show me right elbow,10,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_10,Show me right wrist,11,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_12,Show me rigth hip,17,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_13,Show me Right Arm,4,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_14,Show me rigth hip,17,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_15,Show me right ankle,19,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_95_18,Show me Left Arm,6,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_96_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_4,Show me Left Arm,6,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_6,Show me head,12,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_7,Show me Left Leg,8,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_10,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_11,Show me left ankle,22,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_12,Show me left elbow,15,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_13,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_14,Show me right shoulder,9,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_15,Show me neck,13,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_17,Show me left knee,21,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_18,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_19,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_20,Show me right ankle,19,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_21,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_22,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
