timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2, structure, discourse
task1_5_2_0-8_trial_56_32,Show me right knee,18,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_56_33,Show me Upper Body,2,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_56_34,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_57_1,Show me right wrist,11,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_2,Show me right ankle,19,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_3,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_4,Show me Right Leg,7,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_5,Show me neck,13,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_6,Show me left elbow,15,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_7,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_8,Show me left wrist,16,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, restatement
task1_5_2_0-8_trial_57_9,Show me Lower Body,3,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_10,Show me right elbow,10,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_11,Show me Upper Body,2,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_12,Show me left shoulder,14,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_13,Show me Left Leg,8,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_14,Show me left elbow,15,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_15,Show me Right Arm,4,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_16,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_17,Show me left elbow,15,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_18,Show me left elbow,15,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, summary
task1_5_2_0-8_trial_57_19,Show me Torso,5,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_20,Show me Right Leg,7,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_21,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_22,Show me neck,13,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_23,Show me Full Body,1,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_24,Show me Left Arm,6,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_25,Show me Upper Body,2,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
task1_5_2_0-8_trial_57_26,Show me left elbow,15,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_27,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_28,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_57_29,Show me Left Leg,8,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_30,Show me left elbow,15,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_31,Show me Full Body,1,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_32,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_33,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_57_34,Show me head,12,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_35,Show me Lower Body,3,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_57_36,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_58_1,Show me right knee,18,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_2,Show me Lower Body,3,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_3,Show me left elbow,15,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_4,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_5,Show me Upper Body,2,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_6,Show me right elbow,10,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_7,Show me right ankle,19,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_8,Show me right shoulder,9,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_9,Show me left ankle,22,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_10,Show me Upper Body,2,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_11,Show me rigth hip,17,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_12,Show me Left Leg,8,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_58_13,Show me right ankle,19,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_59_1,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_2,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_59_3,Show me neck,13,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_4,Show me right ankle,19,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_5,Show me Right Arm,4,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_6,Show me left shoulder,14,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_7,Show me left knee,21,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_8,Show me left hip,20,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_9,Show me left shoulder,14,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_10,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_11,Show me head,12,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_12,Show me right knee,18,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_13,Show me right knee,18,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, restatement
task1_5_2_0-8_trial_59_14,Show me right wrist,11,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_15,Show me right ankle,19,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_16,Show me right shoulder,9,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_17,Show me Torso,5,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_18,Show me Lower Body,3,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_19,Show me left shoulder,14,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_20,Show me left elbow,15,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_21,Show me Full Body,1,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_22,Show me Right Arm,4,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_23,Show me left ankle,22,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_24,Show me Right Arm,4,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_25,Show me left elbow,15,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_26,Show me left ankle,22,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_27,Show me rigth hip,17,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_28,Show me Lower Body,3,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_29,Show me right shoulder,9,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_30,Show me Right Arm,4,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
task1_5_2_0-8_trial_59_31,Show me Full Body,1,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_32,Show me right shoulder,9,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_33,Show me Right Arm,4,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
task1_5_2_0-8_trial_59_34,Show me Lower Body,3,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_35,Show me Right Leg,7,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
task1_5_2_0-8_trial_59_36,Show me Upper Body,2,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_59_37,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_60_1,Show me right ankle,19,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_2,Show me Torso,5,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_3,Show me left ankle,22,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_4,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_5,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_60_6,Show me right ankle,19,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_7,Show me neck,13,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_8,Show me rigth hip,17,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_9,Show me neck,13,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_10,Show me Lower Body,3,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_11,Show me right wrist,11,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_12,Show me head,12,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_13,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_14,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_60_15,Show me right knee,18,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_16,Show me Left Arm,6,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_17,Show me right shoulder,9,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_18,Show me Left Leg,8,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_60_19,Show me left knee,21,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_61_1,Show me right wrist,11,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_2,Show me right knee,18,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_3,Show me rigth hip,17,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_4,Show me right elbow,10,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_5,Show me Right Leg,7,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_6,Show me Right Arm,4,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_7,Show me right knee,18,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_8,Show me neck,13,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_9,Show me left ankle,22,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_10,Show me right ankle,19,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_11,Show me Left Arm,6,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_12,Show me left ankle,22,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_13,Show me right shoulder,9,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_14,Show me Lower Body,3,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_15,Show me Upper Body,2,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_16,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_17,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_61_18,Show me rigth hip,17,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_19,Show me Right Arm,4,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_20,Show me right wrist,11,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
task1_5_2_0-8_trial_61_21,Show me rigth hip,17,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_22,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_23,Show me Torso,5,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_24,Show me Torso,5,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
task1_5_2_0-8_trial_61_25,Show me head,12,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
task1_5_2_0-8_trial_61_26,Show me right elbow,10,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_27,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_28,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_61_29,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_61_30,Show me left hip,20,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_31,Show me right shoulder,9,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_32,Show me left knee,21,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_33,Show me left shoulder,14,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_34,Show me right wrist,11,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_61_35,Show me right knee,18,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_62_1,Show me Upper Body,2,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_2,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_3,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_62_4,Show me Upper Body,2,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_5,Show me Left Leg,8,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_6,Show me left hip,20,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
task1_5_2_0-8_trial_62_7,Show me right knee,18,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_8,Show me Torso,5,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_9,Show me left wrist,16,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_10,Show me left hip,20,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_11,Show me left shoulder,14,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_12,Show me right ankle,19,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_13,Show me left shoulder,14,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_14,Show me Full Body,1,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_15,Show me right elbow,10,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_16,Show me right shoulder,9,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_17,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_18,Show me right elbow,10,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_19,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_20,Show me Left Leg,8,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_21,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_22,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_62_23,Show me Upper Body,2,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_24,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_62_25,Show me rigth hip,17,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_63_1,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_2,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_63_3,Show me left wrist,16,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, restatement
task1_5_2_0-8_trial_63_4,Show me Lower Body,3,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_5,Show me Lower Body,3,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, restatement
task1_5_2_0-8_trial_63_6,Show me left ankle,22,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_7,Show me left shoulder,14,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_8,Show me Upper Body,2,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_9,Show me rigth hip,17,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_10,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_11,Show me Upper Body,2,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_12,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_13,Show me Torso,5,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_14,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_15,Show me left ankle,22,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_16,Show me left knee,21,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_17,Show me Lower Body,3,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_18,Show me Left Arm,6,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_63_19,Show me right knee,18,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_64_1,Show me right elbow,10,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_2,Show me Lower Body,3,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_3,Show me left knee,21,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_4,Show me Torso,5,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_5,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_6,Show me neck,13,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_7,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_8,Show me right wrist,11,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_9,Show me right wrist,11,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, summary
task1_5_2_0-8_trial_64_10,Show me left ankle,22,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_11,Show me right wrist,11,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_12,Show me left elbow,15,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_13,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_14,Show me right knee,18,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
